fid,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,x,y
2870,0.0244,0,0.0017,0.8814,0.0505,0.0343,0.0001,0.0015,0.006,3,0.781512605,0.157983193,0.057142857,0,0.003361345,0,0,0,0,0,0,0,0,0,0,0,0,0.231222165,0,0,0,2.451683459,0.004482054,0.17390369,0.000653333,0,0.001074226,0.000179663,14.8,1,7.642857144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.0800664,32.69522327
2871,0.0259,0,0.0017,0.8536,0.0742,0.0381,0,0.0007,0.006,3,0.783193277,0.084033613,0.08487395,0.002521008,0,0,0,0.040336134,0,0.005042017,0,0,0,0,0,0,0,0.554197694,3.025485,0,0.183674951,2.605866112,0,0.167628814,0.000584912,0,0.001777164,0,17.25925926,0,5.607142858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.0800664,32.66522327
2872,0.0301,0,0.002,0.8642,0.0388,0.0327,0.0255,0.0007,0.006,2,0.697142857,0.179591837,0.111020408,0,0.012244898,0,0,0,0,0,0,0,0,0,0,0,0,0.726871038,0,0,0,3.032557639,0,0.19721037,0.000567855,0,0.001056604,0.006880229,17.93162393,0,6.633333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.0800664,32.63522327
2873,0.03,0.0001,0.0059,0.8637,0.0382,0.0355,0.0198,0.0008,0.006,2,0.812605042,0.115966387,0.057142857,0,0.014285714,0,0,0,0,0,0,0,0,0,0,0,0,0.593804956,0,1,0,3.022697121,0.006274875,0.597905984,0.00053026,0.001018777,0.000722357,0.00115111,17.78632479,2,13.82692308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.0800664,32.60522327
2874,0.0865,0,0.0023,0.7602,0.0572,0.0431,0.0444,0.0003,0.006,3,0.641632653,0.208979592,0.111020408,0.00244898,0.035918367,0,0,0,0,0,0,0,0,0,0,0,0,0.107348789,0,4,0,8.705941411,0,0.226791925,0.000398169,0,0.0010683,0.006897718,25.41919192,0,10.9375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.0800664,32.57522327
2875,0.0658,0,0.0034,0.7881,0.0706,0.0517,0.0142,0.0002,0.006,16,0.696638655,0.216806723,0.057142857,0.020168067,0.009243697,0,0,0,0,0,0,0,0,0,0,0,0,0.399879426,0,52,0,6.614615081,0,0.343325325,0.000503876,0,0.000829989,0.004542367,19.26162791,0,10.35,1,6.614615081,0,0.343325325,0.000503876,0.000503876,0.000829989,19.26162791,0,10.35,0,0,0,0,0,0,0,0,0,0,119.0800664,32.54522327
2876,0.1316,0,0.0057,0.6713,0.0694,0.0846,0.0313,0.0001,0.006,1,0.473109244,0.394957983,0.08487395,0,0.024369748,0.022689076,0,0,0,0,0,0,0,0,0,0,0,0.318066587,0,0,0,13.23640145,0,0.574599304,0.000431468,0,0.000840262,0.006720071,20.00819672,0,11.07843137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.0800664,32.51522327
2877,0.074,0,0.004,0.8181,0.0311,0.0496,0.0173,0.0001,0.006,0,0.611428571,0.264489796,0.111020408,0,0.013061224,0,0,0,0,0,0,0,0,0,0,0,0,0.233974851,0,0,0,7.442002223,0,0.401592026,0.000519136,0,0.000987709,0.004118067,17.55737705,0,11.69767442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.0800664,32.48522327
2878,0.0798,0,0.0054,0.8019,0.0219,0.0606,0.0243,0.0001,0.006,0,0.631092437,0.28487395,0.057142857,0,0.026890756,0,0,0,0,0,0,0,0,0,0,0,0,0.078600184,0,0,0,8.027358457,0,0.54591416,0.000579457,0,0.001380738,0.003256851,14.13157895,0,8.020000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.0800664,32.45522327
2879,0.1683,0,0.003,0.6549,0.0377,0.0429,0.087,0.0003,0.006,1,0.22122449,0.582857143,0.111020408,0,0.084897959,0,0,0,0,0,0,0,0,0,0,0,0,0.166946824,0,0,0,16.93051024,0.002689232,0.298504787,0.000409191,0,0.001387065,0.003036345,19.54909091,1,8.297297298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.0800664,32.42522327
2880,0.143,0.0001,0.0111,0.6262,0.1166,0.0557,0.0397,0.0017,0.006,184,0.260504202,0.643697479,0.057142857,0,0.038655462,0,0,0,0,0,0,0,0,0,0,0,0,1.015098478,0,40,0,14.38380724,0.006274875,1.121409875,0.000353676,0,0.000577373,0.001146217,24.99606299,1.333333333,13.87323944,4,57.53522896,0.0250995,4.4856395,0.001414704,0.001414704,0.002309492,99.98425196,5.333333332,55.49295776,0,0,0,0,0,0,0,0,0,0,119.0800664,32.39522327
2881,0.2366,0.0004,0.0148,0.6061,0.0452,0.0641,0.0291,0.0007,0.003,2,0.164705882,0.721848739,0.08487395,0,0.028571429,0,0,0,0,0,0,0,0,0,0,0,0,0.569627701,0,0,0,23.72799312,0.035856431,1.486249059,0.00030654,0.00120856,0.000595476,0.002910421,22.98773006,1.538461539,14.35365854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.0800664,32.36522327
2882,0.1942,0.0004,0.0187,0.3756,0.0916,0.2372,0.0748,0.0015,0.006,13,0.223673469,0.526530612,0.111020408,0,0.062040816,0,0,0.075102041,0.001632653,0,0,0,0,0,0,0,0,0.685927939,0,758,0,19.53368712,0.043027717,1.878876977,0.000409786,0.006390857,0.000529608,0.000481628,19.18581081,3.214285715,17.66304348,2,39.06737424,0.086055434,3.757753954,0.000819572,0.000819572,0.001059216,38.37162162,6.42857143,35.32608696,0,0,0,0,0,0,0,0,0,0,119.0800664,32.33522327
2883,0.3652,0.0005,0.0049,0.3731,0.1436,0.0973,0.0085,0.0009,0.006,10,0.102521008,0.662184874,0.057142857,0,0.003361345,0,0,0.060504202,0,0.114285714,0,0,0,0,0,0,0,0.861532169,0,109,0,36.7429811,0.049302592,0.493025924,0.000327379,0.0020806,0.000834443,0.000714268,24.02222222,3.2,10.85106383,1,36.7429811,0.049302592,0.493025924,0.000327379,0.000327379,0.000834443,24.02222222,3.2,10.85106383,0,0,0,0,0,0,0,0,0,0,119.0800664,32.30522327
2884,0.3141,0,0.0039,0.3806,0.1333,0.1605,0.0016,0,0.006,14,0.111836735,0.088163265,0.111020408,0,0.000816327,0.026938776,0.006530612,0.170612245,0,0.48244898,0,0,0.001632653,0,0,0,0,0.684283402,0,17,0,31.59579046,0,0.394420739,0.00035167,0,0.001058999,0.000336356,16.51861702,0,10.73809524,1,31.59579046,0,0.394420739,0.00035167,0.00035167,0.001058999,16.51861702,0,10.73809524,0,0,0,0,0,0,0,0,0,0,119.0800664,32.27522327
2885,0.0396,0.0002,0.003,0.247,0.1276,0.1067,0.4698,0.0002,0.006,169,0.221848739,0.144537815,0.08487395,0.001680672,0.391596639,0,0,0.076470588,0,0.078991597,0,0,0,0,0,0,0,6.333876895,0,75,0,3.982753057,0.020617448,0.300297608,0.000475931,0.007851921,0.000872153,0.000414089,14.37313433,1.9,6.972972974,3,11.94825917,0.061852344,0.900892824,0.001427793,0.001427793,0.002616459,43.11940299,5.7,20.91891892,0,0,0,0,0,0,0,0,0,0,119.0800664,32.24522327
2886,0.0354,0.0002,0.0094,0.366,0.2992,0.195,0.0887,0.0001,0.006,24,0.438655462,0,0.057142857,0,0.073109244,0,0,0.417647059,0.006722689,0.006722689,0,0,0,0,0,0,0,6.657932726,0,210,0,3.563232816,0.017031805,0.943024131,0.000664642,0.004413293,0.000717989,0.002642499,10.18110236,2.666666667,12.52307692,2,7.126465632,0.03406361,1.886048262,0.001329284,0.001329284,0.001435978,20.36220472,5.333333334,25.04615384,0,0,0,0,0,0,0,0,0,0,119.0800664,32.21522327
2887,0.0501,0.0006,0.0067,0.4855,0.2516,0.1863,0.0121,0.0011,0.006,50,0.555102041,0.073469388,0.111020408,0,0,0,0.001632653,0.189387755,0,0.062857143,0,0,0.006530612,0,0,0,0,2.272512901,0,736,0,5.036932124,0.063645165,0.678582954,0.000557957,0.00227572,0.000810604,0.000890066,17.91333334,5.705882353,11.69642857,3,15.11079637,0.190935495,2.035748862,0.001673871,0.001673871,0.002431812,53.74000002,17.11764706,35.08928571,-0.045211,0.046192,1,4,3,2,1,1,1,1,119.0800664,32.18522327
2888,0.5713,0,0.0223,0.0774,0.1435,0.1759,0.0037,0,0.006,13,0.028571429,0.038655462,0.057142857,0,0,0.272268908,0.03697479,0.096638655,0.035294118,0.431092437,0,0.003361345,0,0,0,0,0,0.78964471,0,1086,0,57.47427301,0,2.241923339,0.000302325,0,0.000656349,0.006086895,11.10650888,0,14.65346535,2,114.948546,0,4.483846678,0.00060465,0.00060465,0.001312698,22.21301776,0,29.3069307,0,0,0,0,0,0,0,0,0,0,119.0800664,32.15522327
2889,0.8902,0,0.0012,0.0367,0.0191,0.0468,0,0,0.006,7,0,0.071836735,0.111020408,0,0,0.747755102,0.016326531,0,0,0.053061224,0,0,0,0,0,0,0,0.263982022,0.60995257,109,0.198053629,89.5559181,0,0.121015454,0.00032983,0,0.002634295,0,4.323854661,0,5.541666667,1,89.5559181,0,0.121015454,0.00032983,0.00032983,0.002634295,4.323854661,0,5.541666667,0,0,0,0,0,0,0,0,0,0,119.0800664,32.12522327
2890,0.749,0,0.0134,0.0695,0.0303,0.1045,0.0273,0,0.006,6,0.005042017,0.258823529,0.08487395,0,0.021848739,0.502521008,0.028571429,0,0.003361345,0.094957983,0,0,0,0,0,0,0,1.079087955,0,0,0,75.34511815,0.004482054,1.352683854,0.000295438,0.000214466,0.000708606,0.000435609,9.246551725,1.6,12.06410257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.0800664,32.09522327
2891,0.4094,0,0.0111,0.2478,0.1257,0.1504,0.0496,0,0.006,52,0.024369748,0.481512605,0.057142857,0,0.031092437,0.136134454,0.012605042,0,0,0.257142857,0,0,0,0,0,0,0,0.641851945,0,1157,0,41.18828212,0,1.114238589,0.000336353,0,0.001085435,0.000434654,19.98601399,0,10.56338028,2,82.37656424,0,2.228477178,0.000672706,0.000672706,0.00217087,39.97202798,0,21.12676056,0,0,0,0,0,0,0,0,0,0,119.0800664,32.06522327
2892,0.1987,0,0.0083,0.3227,0.3467,0.1172,0.0005,0,0.006,91,0.022857143,0.239183673,0.111020408,0,0.000816327,0,0,0.072653061,0,0.553469388,0,0,0,0,0,0,0,1.026345193,0,7725,0,19.98637456,0,0.83724766,0.000374171,0,0.001084858,0.005812223,24.70234114,0,9.129032259,7,139.9046219,0,5.86073362,0.002619197,0.002619197,0.007594006,172.916388,0,63.90322581,0,0,0,0,0,0,0,0,0,0,119.0800664,32.03522327
2893,0.1956,0.0002,0.0086,0.5468,0.1058,0.1257,0.0079,0.0005,0.0089,16,0.204201681,0.605042017,0.057142857,0,0.009243697,0,0,0,0,0.124369748,0,0,0,0,0,0,0,0.797167012,0,260,0,19.73260686,0.017082951,0.867634101,0.000426581,0.002807864,0.00091261,0.0067423,20.7979798,1.666666667,10.73015873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.0800664,32.00522327
2894,0.2234,0.0005,0.0065,0.5882,0.0727,0.1015,0.0005,0.0007,0.006,5,0.195918367,0.671836735,0.111020408,0,0.008163265,0.013061224,0,0,0,0,0,0,0,0,0,0,0,0.32220924,0.43066186,32,0.177301567,22.46943239,0.052888236,0.656172685,0.000390032,0.003252248,0.001121807,0,20.56782335,2.875,10.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.0800664,31.97522327
2895,0.0655,0.0001,0.0127,0.7354,0.0852,0.0897,0.0045,0.0009,0.006,4,0.430252101,0.48487395,0.08487395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.466980897,0,1,0,6.587722758,0.014342572,1.280970992,0.000492345,0.000628821,0.000643558,0.001109184,17.91860465,1.875,15.14473684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.0800664,31.94522327
2896,0.0629,0.0005,0.0122,0.6519,0.0779,0.153,0.0342,0.0014,0.006,2,0.610084034,0.285714286,0.057142857,0,0.000840336,0,0,0,0,0.046218487,0,0,0,0,0,0,0,0.458421853,0,0,0,6.328660045,0.04661336,1.2316684,0.000540689,0.00172317,0.000580373,0.000520017,15.60946746,3.066666667,16.62666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.0800664,31.91522327
2897,0.0394,0,0.006,0.7806,0.0537,0.0927,0.0204,0.0013,0.006,4,0.673469388,0.213061224,0.111020408,0,0.00244898,0,0,0,0,0,0,0,0,0,0,0,0,0.485362298,0,0,0,3.966617663,0.002689232,0.603284449,0.000655898,0.005339489,0.000927702,0.000664372,9.731343285,1.5,11.86538462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.0800664,31.88522327
2898,0.0266,0.0001,0.0111,0.7076,0.0531,0.0561,0.1124,0.0272,0.006,3,0.757983193,0.122689076,0.057142857,0,0.062184874,0,0,0,0,0,0,0,0,0,0,0,0,1.079991645,0,4,0,2.671304098,0.008964108,1.113342178,0.000547012,0.007442075,0.000685426,0.000499206,13.86363636,2.142857143,15.05633803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.0800664,31.85522327
2899,0.0524,0,0.0025,0.7039,0.066,0.0708,0.0532,0.0453,0.006,0,0.50122449,0.359183673,0.111020408,0,0.027755102,0,0.000816327,0,0,0,0,0,0,0,0,0,0,0.597711835,0,0,0,5.266413281,0.001792822,0.246512962,0.000542614,0,0.001136367,0.00259597,16.94155844,1,9.705882354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.0800664,31.82522327
2900,0.1048,0,0.0165,0.7327,0.0532,0.0829,0.0026,0.0014,0.006,6,0.245378151,0.667226891,0.08487395,0,0.002521008,0,0,0,0,0,0,0,0,0,0,0,0,0.249020675,0,1,0,10.54089426,0,1.659256338,0.000527182,0,0.001250086,0.007265974,17.39631337,0,6.919540231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.0800664,31.79522327
2901,0.141,0.0007,0.0021,0.6685,0.0429,0.1335,0.0053,0.0001,0.006,1,0.233613445,0.704201681,0.057142857,0,0.005042017,0,0,0,0,0,0,0,0,0,0,0,0,0.271060466,0,19,0,14.18749328,0.071712862,0.207070888,0.000398608,0.000510782,0.001947093,0.003463063,17.76984127,3.666666667,7.161290323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.0800664,31.76522327
2902,0.2014,0,0.0053,0.5609,0.0581,0.1676,0.0005,0.0002,0.006,1,0.182857143,0.696326531,0.111020408,0,0.001632653,0.008163265,0,0,0,0,0,0,0,0,0,0,0,0.452612454,0,0,0,20.26246907,0.000896411,0.530675177,0.000375858,0,0.0012911,0.01066312,21.31561462,1,8.12244898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.0800664,31.73522327
2903,0.2875,0.0001,0.0083,0.3652,0.1152,0.2155,0.0017,0.0005,0.006,3,0.171428571,0.484033613,0.057142857,0,0.000840336,0.055462185,0.01512605,0.098319328,0,0.117647059,0,0,0,0,0,0,0,0.628486643,0,16,0,28.92717559,0.008964108,0.833662017,0.000375534,0.002664741,0.000969709,0.019935719,19.45555556,2,12.09836066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.0800664,31.70522327
2904,0.3292,0.0005,0.0062,0.3328,0.1653,0.1592,0.0005,0.0004,0.006,39,0.189387755,0.22122449,0.111020408,0,0.001632653,0.16244898,0.017959184,0.088979592,0,0.207346939,0,0,0,0,0,0,0,0.587869738,0,192,0,33.11789594,0.047509771,0.621212664,0.000365479,0.010654634,0.0008316,0,17.52207792,1.733333334,11.45283019,4,132.4715838,0.190039084,2.484850656,0.001461916,0.001461916,0.0033264,70.08831168,6.933333336,45.81132076,-0.470059,-0.863686,0,1,0,1,0,1,0,1,119.0800664,31.67522327
2905,0.0734,0.0003,0.0055,0.5435,0.0275,0.0819,0.2632,0.0016,0.003,6,0.478991597,0.217647059,0.08487395,0,0.212605042,0,0,0,0,0.005882353,0,0,0,0,0,0,0,0.186059405,0,1,0,7.363118075,0.03496002,0.550396214,0.000483165,0.004081652,0.000927237,0,16.02197802,3,9.540000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.0800664,31.64522327
2906,0.1419,0.0001,0.0039,0.4864,0.1361,0.1585,0.0629,0.0043,0.006,6,0.228571429,0.492436975,0.057142857,0.003361345,0.060504202,0.006722689,0,0,0,0.151260504,0,0,0,0,0,0,0,0.547251225,0,3,0,14.27534153,0.010756929,0.393524329,0.000380908,0.004394406,0.000960108,0.005329168,20.24110672,2,10.33333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.0800664,31.61522327
2907,0.4555,0.0013,0.0066,0.4069,0.0307,0.0885,0.0043,0,0.006,1,0.208163265,0.43755102,0.111020408,0,0.006530612,0.220408163,0.016326531,0,0,0,0,0,0,0,0,0,0,0.313988336,0,0,0,45.8218294,0.135358026,0.667826025,0.00038245,0.001492864,0.000852691,0.005390088,11.87196468,3.12,9.418181819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.0800664,31.58522327
2908,0.4899,0.0001,0.0122,0.3247,0.0434,0.1222,0.0013,0.0002,0.006,0,0.042016807,0.647058824,0.057142857,0,0.005882353,0.221848739,0.02605042,0,0,0,0,0,0,0,0,0,0,0.785114161,0,0,0,49.28376779,0.006274875,1.226289935,0.000359585,0.002859127,0.000825358,0.013411634,12.85501066,1.5,12.7027027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.0800664,31.55522327
2909,0.5033,0,0.0111,0.2796,0.0736,0.126,0,0.0003,0.006,18,0.038655462,0.556302521,0.08487395,0,0,0.28487395,0.035294118,0,0,0,0,0,0,0,0,0,0,1.411238065,0,20,0,50.63555524,0.003585643,1.121409875,0.000407533,0,0.000683474,0,11.60714286,1.25,14.66197183,2,101.2711105,0.007171286,2.24281975,0.000815066,0.000815066,0.001366948,23.21428572,2.5,29.32394366,0,0,0,0,0,0,0,0,0,0,119.0800664,31.52522327
2910,0.3966,0,0.0062,0.3812,0.0458,0.1613,0.003,0,0.006,0,0.04244898,0.714285714,0.111020408,0,0.00244898,0.114285714,0.015510204,0,0,0,0,0,0,0,0,0,0,0.606771027,0,0,0,39.89296855,0,0.620316254,0.000367569,0,0.000892963,0.006809412,14.91943128,0,9.000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.0800664,31.49522327
2911,0.3397,0.0001,0.0041,0.4751,0.0488,0.1234,0.0027,0.0002,0.006,0,0.148739496,0.631092437,0.057142857,0,0.004201681,0.152941176,0.005882353,0,0,0,0,0,0,0,0,0,0,0.711938392,0,0,0,34.17297142,0.006274875,0.412348955,0.00039788,0.007683806,0.000885855,0,14,2,10.27906977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.0800664,31.46522327
2912,0.5004,0,0.0033,0.3572,0.0269,0.0949,0.011,0.0003,0.006,1,0.020408163,0.574693878,0.111020408,0,0.013061224,0.250612245,0.030204082,0,0,0,0,0,0,0,0,0,0,0.22505346,0,0,0,50.33705045,0.002689232,0.335257628,0.000324309,0.02900557,0.001610306,0.007667076,13.53375528,1.25,7.641025642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.0800664,31.43522327
2913,0.3301,0.0002,0.0093,0.446,0.0761,0.1259,0.005,0.0015,0.006,4,0.053781513,0.842016807,0.057142857,0,0.005882353,0.040336134,0.000840336,0,0,0,0,0,0,0,0,0,0,0.390958726,0,42,0,33.21112266,0.015238983,0.933163613,0.000355483,0.006684482,0.00091239,0.005017703,18.72727273,1.555555556,10.26153846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.0800664,31.40522327
2914,0.2592,0,0.0053,0.515,0.0761,0.1327,0.0047,0.0009,0.006,15,0.259663866,0.570588235,0.08487395,0,0.005042017,0.054621849,0.025210084,0,0,0,0,0,0,0,0,0,0,0.296418833,0,924,0,26.07658934,0,0.537846463,0.000397524,0,0.001216073,0.00402605,14.28070176,0,8.285714287,2,52.15317868,0,1.075692926,0.000795048,0.000795048,0.002432146,28.56140352,0,16.57142857,0,0,0,0,0,0,0,0,0,0,119.0800664,31.37522327
2915,0.1737,0,0.0026,0.6648,0.0258,0.1215,0.0054,0.0002,0.006,1,0.364897959,0.52,0.111020408,0,0.004081633,0,0,0,0,0,0,0,0,0,0,0,0,0.171004701,0,0,0,17.47732081,0,0.258166302,0.00047227,0,0.001422003,0.004363277,14.66071429,0,8.029411766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.0800664,31.34522327
2916,0.1441,0.0001,0.0032,0.6384,0.0449,0.1428,0.0202,0.0002,0.006,7,0.330252101,0.592436975,0.057142857,0,0.020168067,0,0,0,0,0,0,0,0,0,0,0,0,0.541841942,0,1,0,14.4976514,0.013446162,0.320915056,0.000464775,0,0.001096713,0.005190228,16.41176471,1.125,9.894736843,1,14.4976514,0.013446162,0.320915056,0.000464775,0.000464775,0.001096713,16.41176471,1.125,9.894736843,0,0,0,0,0,0,0,0,0,0,119.0800664,31.31522327
2917,0.1337,0,0.0009,0.6608,0.0427,0.1482,0.0048,0.0001,0.0089,12,0.345306122,0.525714286,0.111020408,0,0.008163265,0.009795918,0,0,0,0,0,0,0,0,0,0,0,0.119893203,0,1,0,13.48833864,0,0.086313859,0.000497424,0,0.001300032,0.006616914,16.60408163,0,6.450000001,1,13.48833864,0,0.086313859,0.000497424,0.000497424,0.001300032,16.60408163,0,6.450000001,0,0,0,0,0,0,0,0,0,0,119.0800664,31.28522327
2918,0.2958,0.0001,0.0031,0.523,0.0418,0.1226,0.0072,0.0004,0.006,6,0.13697479,0.765546218,0.057142857,0,0.007563025,0.032773109,0,0,0,0,0,0,0,0,0,0,0,0.233446815,0,5,0,29.75635555,0.010756929,0.315536591,0.000422821,0.005214755,0.001327799,0.002865312,15.99178082,2.142857143,8.789473685,1,29.75635555,0.010756929,0.315536591,0.000422821,0.000422821,0.001327799,15.99178082,2.142857143,8.789473685,0,0,0,0,0,0,0,0,0,0,119.0800664,31.25522327
2919,0.2636,0,0.0012,0.5372,0.0265,0.1317,0.031,0.0027,0.006,0,0.411764706,0.477310924,0.08487395,0,0.011764706,0.01092437,0.003361345,0,0,0,0,0,0,0,0,0,0,0.225976453,0,0,0,26.52031267,0.004482054,0.124601097,0.000420076,0.005514954,0.001547907,0.001928935,17.62318841,1.4,7.750000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.0800664,31.22522327
2920,0.1189,0,0.0002,0.5693,0.016,0.0701,0.1932,0.0264,0.006,1,0.660408163,0.154285714,0.111020408,0,0.060408163,0.013877551,0,0,0,0,0,0,0,0,0,0,0,0.144071754,0,1,0,11.96080892,0.000896411,0.017928215,0.000542522,0,0.004735363,0.00176671,13.71551724,1,3.555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.0800664,31.19522327
2921,0.0353,0,0.0009,0.7889,0.0336,0.0825,0.0508,0.0021,0.006,0,0.794957983,0.124369748,0.057142857,0,0.023529412,0,0,0,0,0,0,0,0,0,0,0,0,0.717187716,0,0,0,3.548890243,0.003585643,0.086951845,0.000493209,0.009119117,0.001469008,0.000331679,15.53968254,1.5,7.450000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.0800664,31.16522327
2922,0.0409,0,0.0013,0.9007,0.004,0.038,0.0075,0.0017,0.006,0,0.848979592,0.04,0.111020408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333137863,0,0,0,4.115421851,0.001792822,0.134461616,0.000365952,0.029271986,0.001032874,0.005632551,12.93382353,1.333333333,6.440000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.0800664,31.13522327
2923,0.4989,0,0.0174,0.385,0.0073,0.0549,0.0301,0.0004,0.006,3,0.273109244,0.409243697,0.057142857,0,0.019327731,0.073109244,0.168067227,0,0,0,0,0,0,0,0,0,0,0.455284419,0,0,0,50.19003908,0,1.75517229,0.000401848,0,0.000746243,0.019861505,16.15611815,0,12.80898877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.0800664,31.10522327
2924,0.301,0,0.0069,0.5874,0.0238,0.0744,0.0029,0.0006,0.003,1,0.357983193,0.485714286,0.08487395,0,0.002521008,0.045378151,0.023529412,0,0,0,0,0,0,0,0,0,0,0.381672932,0,0,0,30.19470042,0.000896411,0.695614759,0.000362603,0,0.001047226,0.006890121,16.17119565,1,8.839285715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.0800664,31.07522327
2925,0.0359,0.0004,0.0018,0.8663,0.0043,0.0339,0.0513,0.0031,0.003,0,0.916089965,0.015570934,0.057958478,0,0.010380623,0,0,0,0,0,0,0,0,0,0,0,0,0,0.72493917,0,0.226623318,3.599985657,0.044820539,0.179282154,0.000595285,0.00293156,0.000897151,0.000584088,10.29133858,3.133333334,6.034482759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.1100664,33.08522327
2926,0.029,0.0007,0.0024,0.7741,0.0514,0.0571,0.0766,0.0027,0.006,11,0.746539792,0.172145329,0.029411765,0,0.051903114,0,0,0,0,0,0,0,0,0,0,0,0,0.646673533,0,22,0,2.920506293,0.06992004,0.242927319,0.000611257,0.001227543,0.00103021,0.000356014,14.32173913,4.888888889,10.18181818,2,5.841012586,0.13984008,0.485854638,0.001222514,0.001222514,0.00206042,28.64347826,9.777777778,20.36363636,0,0,0,0,0,0,0,0,0,0,119.1100664,33.05522327
2927,0.0299,0.0003,0.0031,0.5757,0.0248,0.0381,0.3166,0.0055,0.006,3,0.610084034,0.06302521,0.08487395,0,0.242016807,0,0,0,0,0,0,0,0,0,0,0,0,0.81081033,0,37,0,3.012836602,0.028685145,0.311054538,0.000360711,0.000796215,0.000700082,0.000281637,14.30172414,3.833333334,10.36842105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.1100664,33.02522327
2928,0.0091,0,0.0015,0.8998,0.0139,0.0192,0.0467,0.0038,0.006,6,0.843425606,0.082179931,0.029411765,0,0.044982699,0,0,0,0,0,0,0,0,0,0,0,0,3.362741823,0,0,0,0.916131808,0,0.15059701,0.000689652,0,0.000802264,0.002537054,7.234375001,0,6.038461539,1,0.916131808,0,0.15059701,0.000689652,0.000689652,0.000802264,7.234375001,0,6.038461539,0,0,0,0,0,0,0,0,0,0,119.1100664,32.99522327
