fid,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,x,y
1,0.0202,0.0001,0.0019,0.8252,0.079,0.0736,0,0,0,4,0.619377163,0.317474048,0.057958478,0.005190311,0,0,0,0,0,0,0,0,0,0,0,0,0,0.205036952,4.9360776,3,0.190907095,2.016027825,0.009860518,0.194521137,0.000636723,0.000680528,0.001249422,0,9.431578948,2.285714286,7.266666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.8200664,33.08522327
2,0.0083,0.0004,0.002,0.9776,0.0078,0.0009,0,0,0.003,0,0.937716263,0.032871972,0.029411765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.180302294,1.4209876,0,0.196692159,0.831869196,0.035856431,0.205278067,0.001131009,0.00093274,0.001318589,0,6.442622951,2.076923077,3.935483871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.8200664,33.05522327
3,0.015,0.0001,0.0028,0.6456,0.123,0.0773,0.1334,0,0.003,1,0.461344538,0.339495798,0.08487395,0,0.114285714,0,0,0,0,0,0,0,0,0,0,0,0,1.105242509,0,5,0,1.503280863,0.009860518,0.276990928,0.000656773,0.0087385,0.001183924,0.000254082,14.12195122,1.714285714,8.111111112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.8200664,33.02522327
4,0.0032,0,0,0.325,0.0076,0.0204,0.6195,0.0213,0.003,0,0.329584775,0.025086505,0.029411765,0,0.615916955,0,0,0,0,0,0,0,0,0,0,0,0,0.446583908,0,0,0,0.324500699,0,0.004482054,0.000867289,0,0.013848605,0.000399597,5.666666667,0,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.8200664,32.99522327
5,0.012,0.0002,0.0016,0.4544,0.0012,0.0285,0.4154,0.0836,0.003,0,0.470588235,0.038062284,0.057958478,0,0.433391003,0,0,0,0,0,0,0,0,0,0,0,0,0.455297072,0,0,0,1.207465309,0.02330668,0.160457528,0.000873217,0.003056208,0.000770911,0.000472076,7.513513514,2.454545455,5.703703704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.8200664,32.96522327
6,0.0119,0,0.0035,0.8091,0.0052,0.0361,0.0367,0.0945,0.003,0,0.788235294,0.037815126,0.08487395,0,0.08907563,0,0,0,0,0,0,0,0,0,0,0,0,0.067914164,0,0,0,1.190433504,0.004482054,0.353185844,0.000831935,0.009367897,0.000836874,0.004126122,8.767123289,2,9.100000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.8200664,32.93522327
7,0.0233,0.0001,0.0017,0.8309,0.0752,0.0592,0.0048,0.0018,0.003,5,0.748269896,0.21366782,0.029411765,0,0.008650519,0,0,0,0,0,0,0,0,0,0,0,0,0.554886908,2.9322245,3,0.191337719,2.340528524,0.008964108,0.167628814,0.000693801,0.000319107,0.00122068,0,10.58252427,1.714285715,7.607142858,2,4.681057048,0.017928216,0.335257628,0.001387602,0.001387602,0.00244136,21.16504854,3.42857143,15.21428572,0,0,0,0,0,0,0,0,0,0,117.8200664,32.90522327
8,0.0335,0,0.0052,0.8543,0.0572,0.0443,0.0023,0.0002,0.003,6,0.789915966,0.125210084,0.08487395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.892197205,0,8,0,3.359747571,0.003585643,0.520814658,0.000538642,0.008760162,0.000624415,0.006737563,16.29268293,1.75,15.42857143,1,3.359747571,0.003585643,0.520814658,0.000538642,0.000538642,0.000624415,16.29268293,1.75,15.42857143,0,0,0,0,0,0,0,0,0,0,117.8200664,32.87522327
9,0.069,0.0001,0.0027,0.7676,0.0955,0.0564,0.0025,0.0032,0.003,18,0.62283737,0.346020761,0.029411765,0,0.001730104,0,0,0,0,0,0,0,0,0,0,0,0,0.826133838,0,35,0,6.920291154,0.007171286,0.26713041,0.000480913,0.010018537,0.001324506,0.010009667,16.10795455,1.833333333,8.885714287,1,6.920291154,0.007171286,0.26713041,0.000480913,0.000480913,0.001324506,16.10795455,1.833333333,8.885714287,0,0,0,0,0,0,0,0,0,0,117.8200664,32.84522327
10,0.0299,0,0.0039,0.9332,0.0117,0.0145,0.0037,0,0.003,0,0.862456747,0.078719723,0.057958478,0,0.000865052,0,0,0,0,0,0,0,0,0,0,0,0,0.475656881,0.79403496,0,0.185710139,3.001183262,0.000896411,0.394420739,0.000573961,0,0.000676105,0.008600963,12.05172414,1,8.809523811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.8200664,32.81522327
11,0.1052,0,0.0088,0.8276,0.0252,0.03,0.0001,0.0001,0.003,0,0.695798319,0.215966387,0.08487395,0,0.003361345,0,0,0,0,0,0,0,0,0,0,0,0,0.655317065,0,0,0,10.54985837,0,0.88386102,0.000475292,0,0.000597701,0,15.64516129,0,11.61904762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.8200664,32.78522327
12,0.0736,0,0.0249,0.5383,0.0122,0.0137,0.3323,0.0019,0.003,0,0.453287197,0.164359862,0.029411765,0,0.352941176,0,0,0,0,0,0,0,0,0,0,0,0,0.387382907,0,0,0,7.384631934,0,2.500089641,0.000667116,0,0.000632706,0.00041162,10.78021978,0,9.339622642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.8200664,32.75522327
13,0.0802,0,0.0181,0.8354,0.0065,0.0256,0.0269,0.0013,0.006,0,0.792436975,0.067226891,0.08487395,0,0.055462185,0,0,0,0,0,0,0,0,0,0,0,0,0.143296495,0,0,0,8.069446692,0,1.818884753,0.000592013,0,0.000938529,0.001085152,13.83684211,0,11.26666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.8200664,32.72522327
14,0.2097,0,0.0419,0.6291,0.0033,0.097,0.0157,0.0003,0.003,0,0.733564014,0.092560554,0.029411765,0,0.009515571,0.134083045,0.000865052,0,0,0,0,0,0,0,0,0,0,0.269538855,0.9935347,0,0.191337719,21.03338234,0.000896411,4.198788053,0.000630152,0,0.000484249,0.002827367,7.254071662,1,16.59124088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.8200664,32.69522327
15,0.2829,0,0.0133,0.6368,0.0081,0.0398,0.0162,0,0.003,0,0.610726644,0.164359862,0.057958478,0,0.010380623,0.156574394,0,0,0,0,0,0,0,0,0,0,0,0.025849669,0,0,0,28.37588296,0,1.337444871,0.000489127,0,0.000783133,0.003847051,8.867977529,0,12.02564103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.8200664,32.66522327
16,0.0725,0,0.0079,0.7706,0.0477,0.0824,0.0143,0.0015,0.003,1,0.705882353,0.175630252,0.08487395,0,0.016806723,0.01512605,0.001680672,0,0,0,0,0,0,0,0,0,0,0.474234355,0,0,0,7.274373409,0.002689232,0.789737889,0.000770703,0.012376881,0.000611717,0.004663353,8.082872929,1.5,13.96666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.8200664,32.63522327
17,0.0047,0.0005,0.0067,0.7257,0.0129,0.0207,0.2249,0.001,0.003,0,0.689446367,0.019031142,0.029411765,0,0.262110727,0,0,0,0,0,0,0,0,0,0,0,0,0.225606994,0,0,0,0.467030012,0.049302592,0.667826025,0.001250679,0.002794106,0.000694971,0.000800378,8.760869566,3.2,13.01818182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.8200664,32.60522327
18,0.0446,0.0002,0.0247,0.7523,0.0279,0.0584,0.0879,0.0011,0.003,0,0.78907563,0.04789916,0.08487395,0,0.078151261,0,0,0,0,0,0,0,0,0,0,0,0,0.865198286,0,0,0,4.472193338,0.022410269,2.474093729,0.00065425,0.00054523,0.000751959,0.003128855,10.55633803,3.2,10.33962264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.8200664,32.57522327
19,0.0119,0,0.0038,0.9086,0.0233,0.0389,0.0087,0.0019,0.003,0,0.91349481,0.042387543,0.029411765,0,0.014705882,0,0,0,0,0,0,0,0,0,0,0,0,0.78640961,0,0,0,1.188640683,0.000896411,0.379181756,0.000960842,0,0.000882021,0.003097228,8.246575343,1,9.714285715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.8200664,32.54522327
20,0.0224,0,0.0046,0.8747,0.0584,0.0363,0.0005,0.0001,0.003,4,0.814013841,0.121972318,0.057958478,0,0.00432526,0,0,0.001730104,0,0,0,0,0,0,0,0,0,0.249975656,0,4,0,2.24371616,0.001792822,0.46434078,0.000620893,0,0.000823954,0.002365207,12.08910891,1,10.93478261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.8200664,32.51522327
21,0.0098,0,0.0033,0.9462,0.0125,0.0202,0.005,0.0001,0.003,0,0.887394958,0.023529412,0.08487395,0,0.004201681,0,0,0,0,0,0,0,0,0,0,0,0,0.280507824,0,0,0,0.982466205,0.001792822,0.329879164,0.000629881,0.002018713,0.001180102,0.003206326,12.2238806,1.333333333,7.846153847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.8200664,32.48522327
22,0.0073,0,0.0063,0.9435,0.008,0.0262,0.0053,0.0005,0.003,0,0.959342561,0.006055363,0.029411765,0,0.005190311,0,0,0,0,0,0,0,0,0,0,0,0,0.19300912,0,0,0,0.7323676,0.001792822,0.629280361,0.001116961,0,0.000867786,0.005958928,9.810344829,1.333333333,12.0754717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.8200664,32.45522327
23,0.0075,0.0006,0.0074,0.9429,0.014,0.0175,0.007,0.0001,0.003,1,0.892436975,0.009243697,0.08487395,0,0.013445378,0,0,0,0,0,0,0,0,0,0,0,0,0.353139927,0,0,0,0.75567428,0.061852343,0.737746065,0.000778751,0.002321267,0.0008243,0,9.949152543,5.117647059,12.93103448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.8200664,32.42522327
24,0.0045,0,0.0059,0.9388,0.0187,0.0227,0.0051,0.0013,0.003,0,0.934256055,0.026816609,0.029411765,0,0.009515571,0,0,0,0,0,0,0,0,0,0,0,0,0.344144764,0,0,0,0.45358385,0.000896411,0.59252752,0.000917416,0,0.000656418,0.009106137,9.155555557,1,11.65384616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.8200664,32.39522327
25,0.0112,0,0.0013,0.9461,0.0075,0.028,0.0054,0.0006,0,0,0.900519031,0.037197232,0.057958478,0,0.00432526,0,0,0,0,0,0,0,0,0,0,0,0,0.227870196,0,0,0,1.119617053,0,0.130875973,0.000728095,0,0.001648841,0.000718652,10.84507042,0,6.480000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.8200664,32.36522327
26,0.067,0,0.0101,0.8421,0.0247,0.0285,0.0236,0.0011,0.003,0,0.691596639,0.194957983,0.08487395,0,0.028571429,0,0,0,0,0,0,0,0,0,0,0,0,0.257628962,0,0,0,6.719495141,0,1.009358528,0.000561398,0,0.0006877,0.001769976,14.18390805,0,12.10294118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.8200664,32.33522327
27,0.032,0,0.0038,0.8978,0.0161,0.0354,0.0118,0.0003,0.003,0,0.861591696,0.097750865,0.029411765,0,0.011245675,0,0,0,0,0,0,0,0,0,0,0,0,0.098837346,0,0,0,3.210046972,0,0.376492524,0.000756917,0,0.001167907,0.003966573,11.3,0,9.756097562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.8200664,32.30522327
28,0.0124,0,0.0047,0.8761,0.0072,0.0705,0.0249,0.0013,0.003,0,0.845378151,0.040336134,0.08487395,0,0.029411765,0,0,0,0,0,0,0,0,0,0,0,0,0.039460903,0,0,0,1.238839686,0,0.468822833,0.001326091,0,0.001013673,0.004208271,8.000000001,0,8.152173914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.8200664,32.27522327
29,0.0123,0,0.0036,0.8866,0.0491,0.0316,0.013,0.0007,0.003,0,0.812283737,0.112456747,0.057958478,0,0.017301038,0,0,0,0,0,0,0,0,0,0,0,0,0.226303888,0,0,0,1.236150454,0,0.362149952,0.000717292,0,0.001017246,0.00155626,10.41333333,0,9.439024391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.8200664,32.24522327
30,0.0148,0,0.0025,0.8858,0.035,0.0484,0.0086,0.0019,0.003,0,0.846020761,0.096885813,0.029411765,0,0.027681661,0,0,0,0,0,0,0,0,0,0,0,0,0.221743395,0,0,0,1.481767005,0.001792822,0.251891427,0.000776343,0.001136289,0.001127762,0.005973755,11.51219512,1.333333333,9.294117648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.8200664,32.21522327
31,0.0272,0,0.022,0.8354,0.0334,0.0272,0.0444,0.0074,0.003,1,0.690756303,0.142016807,0.08487395,0,0.082352941,0,0,0,0,0,0,0,0,0,0,0,0,0.858242206,0,0,0,2.729570799,0,2.209652551,0.001021329,0,0.000626485,0.001217283,8.18918919,0,12.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.8200664,32.18522327
32,0.0535,0.0007,0.0044,0.8077,0.0686,0.0568,0.0047,0.0007,0.003,1,0.641868512,0.324394464,0.029411765,0,0.00432526,0,0,0,0,0,0,0,0,0,0,0,0,0.915738898,0,0,0,5.368604109,0.067230808,0.445516153,0.00059606,0.002249276,0.00096672,0.002291963,11.02580645,2.222222223,12.15555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.8200664,32.15522327
33,0.0512,0,0.0028,0.8826,0.0152,0.0383,0.006,0.0009,0.003,1,0.741176471,0.168067227,0.08487395,0,0.005882353,0,0,0,0,0,0,0,0,0,0,0,0,0.298645953,0,0,0,5.131055255,0,0.283265804,0.000743089,0,0.001097595,0.000924749,11.43421053,0,9.472222223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.8200664,32.12522327
34,0.014,0,0.0045,0.8958,0.0111,0.0578,0.0127,0.001,0.003,0,0.884083045,0.052768166,0.057958478,0,0.005190311,0,0,0,0,0,0,0,0,0,0,0,0,0.252602532,0,0,0,1.404675679,0,0.454480261,0.001450042,0,0.000932491,0.002325343,7.325000001,0,10.71739131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.8200664,32.09522327
35,0.0388,0,0.003,0.8246,0.0317,0.0744,0.0239,0.0006,0.003,0,0.769031142,0.183391003,0.029411765,0,0.01816609,0,0,0,0,0,0,0,0,0,0,0,0,0.30113056,0,0,0,3.894904801,0,0.301194019,0.000763888,0,0.001086031,0.005171042,9.500000001,0,11.64864865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.8200664,32.06522327
36,0.0352,0,0.0012,0.8803,0.0164,0.0448,0.0149,0.0043,0.003,0,0.819327731,0.083193277,0.08487395,0,0.012605042,0,0,0,0,0,0,0,0,0,0,0,0,0.455897591,0,0,0,3.527376385,0,0.117429811,0.000710379,0,0.001742049,0.0059291,9.373015874,0,5.695652175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.8200664,32.03522327
37,0.0226,0,0.0005,0.9089,0.0247,0.0285,0.0078,0.001,0.006,0,0.886678201,0.083044983,0.029411765,0,0.000865052,0,0,0,0,0,0,0,0,0,0,0,0,0.573733056,0,0,0,2.27472982,0,0.04675334,0.000677201,0,0.001268281,0.000859028,11.17821782,0,4.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.8200664,32.00522327
38,0.0599,0,0.0063,0.7881,0.0835,0.0469,0.0109,0.0014,0.003,3,0.48907563,0.421848739,0.08487395,0,0.004201681,0,0,0,0,0,0,0,0,0,0,0,0,0.738408837,0,0,0,6.009537811,0.000896411,0.634658826,0.000571889,0,0.000702903,0.000850995,15.04268293,1,13.11111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.8200664,31.97522327
39,0.081,0,0.0021,0.8302,0.0261,0.049,0.0069,0.0018,0.003,0,0.658304498,0.278546713,0.057958478,0,0.005190311,0,0,0,0,0,0,0,0,0,0,0,0,0.108600956,0,0,0,8.120585177,0,0.211552942,0.000542024,0,0.001174541,0.007040083,12.36649215,0,9.032258066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.8200664,31.94522327
40,0.0927,0,0.0021,0.8092,0.0257,0.0515,0.0133,0.0026,0.003,0,0.598615917,0.35899654,0.029411765,0,0.012975779,0,0,0,0,0,0,0,0,0,0,0,0,0.21716459,0,0,0,9.301158163,0,0.215138585,0.000575475,0,0.001119015,0.004178561,13.52941177,0,9.161290324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.8200664,31.91522327
41,0.1812,0,0.0047,0.6205,0.0803,0.1011,0.0088,0.0004,0.003,14,0.226890756,0.643697479,0.08487395,0,0.01092437,0.033613445,0,0,0,0,0,0,0,0,0,0,0,0.485886212,0,30,0,18.17831403,0,0.473304887,0.000429098,0,0.000935157,0.003857287,18.83859649,0,7.673913044,2,36.35662806,0,0.946609774,0.000858196,0.000858196,0.001870314,37.67719298,0,15.34782609,0,0,0,0,0,0,0,0,0,0,117.8200664,31.88522327
42,0.6498,0,0.016,0.2725,0.0096,0.0406,0.0075,0.0009,0.003,0,0.056228374,0.238754325,0.029411765,0,0.006055363,0.610726644,0.058823529,0,0,0,0,0,0,0,0,0,0,0.081433413,0,0,0,65.17713077,0,1.602782459,0.00036047,0,0.001250393,0.000794497,10.14259259,0,9.564705883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.8200664,31.85522327
43,0.6908,0,0.0825,0.1739,0.008,0.0372,0.0046,0,0.003,0,0.072268908,0.233613445,0.08487395,0,0.004201681,0.471428571,0.133613445,0,0,0,0,0,0,0,0,0,0,0.007743045,0,0,0,69.29165621,0,8.272078597,0.000369522,0,0.000667902,0.002463848,8.472172353,0,11.43005181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.8200664,31.82522327
44,0.1276,0,0.0051,0.7648,0.0434,0.0518,0.0044,0,0.003,0,0.446366782,0.491349481,0.057958478,0,0.001730104,0.001730104,0.000865052,0,0,0,0,0,0,0,0,0,0,0.239287967,1.728988,0,0.226778501,12.79626376,0,0.514539783,0.000453725,0,0.00118513,0.003266579,18.90794979,0,9.520833334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.8200664,31.79522327
45,0.1038,0,0.012,0.8033,0.0347,0.0392,0.0025,0.0014,0.003,0,0.494809689,0.474048443,0.029411765,0,0.001730104,0,0,0,0,0,0,0,0,0,0,0,0,0.382344501,0,0,0,10.41450034,0,1.20836172,0.000466256,0,0.001144385,0.014642733,16.66203704,0,7.837837839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.8200664,31.76522327
46,0.1431,0,0.008,0.7461,0.048,0.0384,0.0131,0.0003,0.003,1,0.165546218,0.747058824,0.08487395,0,0.002521008,0,0,0,0,0,0,0,0,0,0,0,0,0.528625683,0,0,0,14.35064004,0,0.80228764,0.00043267,0,0.000954462,0.004777017,15.82677166,0,11.88333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.8200664,31.73522327
47,0.0231,0,0.0031,0.7632,0.1187,0.0801,0.0084,0.0003,0.003,2,0.356401384,0.587370242,0.029411765,0,0.001730104,0,0,0.025086505,0,0,0,0,0,0,0,0,0,1.435199553,6.553558,0,0.233650577,2.314532611,0,0.31374377,0.00064652,0,0.000968492,0.000805111,15.38235294,0,9.394736843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.8200664,31.70522327
48,0.0717,0,0.0072,0.7567,0.0348,0.1037,0.0174,0.0054,0.003,0,0.542857143,0.371428571,0.08487395,0,0.000840336,0,0,0,0,0,0,0,0,0,0,0,0,0.990468091,2.1591637,0,0.220299116,7.193696439,0,0.723403492,0.000507403,0,0.00088945,0.000401277,15.93888889,0,10.96491228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.8200664,31.67522327
49,0.2318,0,0.0287,0.4072,0.1489,0.1768,0.0061,0.0005,0,0,0.073529412,0.521626298,0.057958478,0,0.001730104,0.034602076,0.022491349,0.167820069,0.023356401,0.096885813,0,0,0,0,0,0,0,0.46490386,0,0,0,23.1775969,0,2.872100111,0.000425634,0,0.000654777,0.003696843,14.67080746,0,14.94736842,0,0,0,0,0,0,0,0,0,0,-0.80653,-0.071715,0,5,2,3,0,1,1,1,117.8200664,31.64522327
50,0.2109,0.001,0.0332,0.3488,0.1624,0.1611,0.0753,0.0043,0.003,3,0.285467128,0.234429066,0.029411765,0,0.049307958,0,0,0.070934256,0.002595156,0.323529412,0.00432526,0,0,0,0,0,0,0.736334839,0,54,0,21.15350138,0.103983649,3.328373194,0.000373844,0.00223425,0.000686197,0.000584293,17.82142857,3.272727273,13.92622951,0,0,0,0,0,0,0,0,0,0,-0.684889,-0.152521,0,2,1,1,0,1,1,1,117.8200664,31.61522327
51,0.117,0,0.006,0.1121,0.1723,0.035,0.554,0.0006,0.003,12,0.055462185,0.074789916,0.08487395,0,0.490756303,0,0,0.061344538,0,0.182352941,0.050420168,0,0,0,0,0,0,0.98669134,0,151,0,11.73670623,0.001792822,0.601491628,0.000402615,0.026902856,0.000721957,0.000652948,15.24017467,1.333333333,9.442307693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.8200664,31.58522327
52,0.8916,0,0.0038,0.0374,0.0319,0.0299,0.0025,0,0.003,8,0.007785467,0.173875433,0.029411765,0,0.001730104,0.617647059,0.128892734,0,0,0.040657439,0,0,0,0,0,0,0,0.264258266,0,44,0,89.42773136,0,0.379181756,0.000279969,0,0.001060277,0.000449158,5.007911393,0,6.61904762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.8200664,31.55522327
53,0.9424,0,0.0033,0.0244,0.0092,0.0177,0,0,0.003,3,0.001730104,0.095155709,0.057958478,0,0,0.75432526,0.09083045,0,0,0,0,0,0,0,0,0,0,0.149651139,0.48914045,11,0.226778501,94.52203378,0,0.331671985,0.000258642,0,0.002024519,0,4.301538462,0,5.102564103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.8200664,31.52522327
54,0.8689,0,0.0025,0.0959,0.0057,0.024,0,0,0.003,2,0,0.096638655,0.08487395,0,0,0.728571429,0.089915966,0,0,0,0,0,0,0,0,0,0,0.095704322,0.44331563,0,0.218746947,87.15443365,0,0.25547707,0.000306513,0,0.00102843,0,4.407051283,0,5.823529412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.8200664,31.49522327
55,0.7478,0,0.0164,0.1521,0.024,0.0567,0,0,0.003,3,0.006920415,0.310553633,0.029411765,0,0,0.498269896,0.139273356,0,0,0,0,0.015570934,0,0,0,0,0,0.147207563,0.9010938,3,0.223800275,75.00627488,0,1.642224533,0.000364792,0,0.000847294,0,6.742659759,0,9.000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.8200664,31.46522327
56,0.3827,0,0.0058,0.4416,0.0299,0.0716,0.0654,0,0.003,1,0.161344538,0.578991597,0.08487395,0,0.043697479,0.117647059,0.013445378,0,0,0,0,0,0,0,0,0,0,0.271774917,0,0,0,38.38610205,0,0.578184947,0.000350506,0,0.000976954,0.005033826,14.68599034,0,7.176470589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.8200664,31.43522327
57,0.1898,0,0.0026,0.6786,0.045,0.0704,0.0102,0.0005,0.003,0,0.418685121,0.527681661,0.029411765,0,0.00432526,0.01816609,0.001730104,0,0,0,0,0,0,0,0,0,0,0.268585328,1.9362776,0,0.223800275,19.03886837,0,0.261751945,0.000471113,0,0.001003989,0.003122148,12.36986302,0,8.685714287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.8200664,31.40522327
58,0.1882,0,0.0057,0.6905,0.0475,0.0571,0.0079,0.0001,0.003,0,0.430795848,0.491349481,0.057958478,0,0.001730104,0.016435986,0.001730104,0,0,0,0,0,0,0,0,0,0,0.112330533,0,0,0,18.87661802,0,0.575495715,0.000596365,0,0.000945809,0.005684676,10.35051547,0,9.823529413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.8200664,31.37522327
59,0.0241,0,0.0044,0.8354,0.0707,0.0583,0.0037,0.0003,0.003,1,0.655462185,0.259663866,0.08487395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144949971,2.0804994,1,0.211011688,2.414034207,0.003585643,0.442826921,0.000698744,0.003583751,0.000946208,0.004621023,12.52884616,1.75,10.48888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.8200664,31.34522327
60,0.0482,0.0001,0.0028,0.7983,0.0789,0.0671,0.001,0.0006,0.003,0,0.535467128,0.435121107,0.029411765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18271052,1.9047699,0,0.223800275,4.8352397,0.013446162,0.277887339,0.000553224,0.02595696,0.000923192,0.015004079,17.38095238,1.75,10.27777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.8200664,31.31522327
61,0.0476,0,0.0079,0.7266,0.1113,0.0948,0.0043,0.0014,0.006,0,0.443697479,0.471428571,0.08487395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.374252227,2.1510816,0,0.211011688,4.791318264,0.003596411,0.794806783,0.00049457,0.022743526,0.000669393,0.00712772,17.30136986,1.5,14.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.8200664,31.28522327
62,0.0061,0,0.0054,0.786,0.0721,0.1173,0.0083,0.0019,0.003,1,0.871107266,0.099480969,0.029411765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.224883818,1.735365,34,0.223800275,0.611352146,0.003585643,0.538742874,0.000987214,0.006543376,0.000597001,0.001925062,10.09433962,1.75,14.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.8200664,31.25522327
63,0.0154,0,0.0028,0.8039,0.0861,0.0839,0.0033,0.0016,0.003,0,0.730968858,0.211072664,0.057958478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.228312165,2.1589723,0,0.217217914,1.543619348,0,0.281472982,0.000608074,0,0.000661504,0.001249232,14.81927711,0,10.72222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.8200664,31.22522327
